rest_name,address_rd,price_range,pri_category,sec_category,collection,comments,rating,likes,dislikes
五味鳥居酒屋 Gomitori,加連威老道,$201-400,日本菜,,3339,53,3.8,29,7
世界の山ちゃん Sekai no Yamachan Japan Restaurant,金馬倫道,$101-200,日本菜,,10057,183,3.5,80,18
米炊 Kometaki,河內道,$101-200,西式,,3814,26,3.9,14,1
La Luna Bar & Lounge,廣東道,$101-200,其他亞洲菜,酒,871,15,4.1,11,1
韓國錦城飯店 Korea Kam Sing Restaurant,堪富利士道,$101-200,其他亞洲菜,烤肉,1751,183,3.4,115,22
ChumChum味 ChumChumMi,彌敦道,$201-400,其他亞洲菜,西式糕點,395,45,3.6,29,6
bong樓 Bong Ru,寶勒巷,$101-200,其他亞洲菜,,6482,59,3.8,34,5
Xuân Modern Vietnamese 春庭越調,廣東道,$101-200,其他亞洲菜,,1727,26,3.7,14,3
Monsoon,柯士甸道,$201-400,其他亞洲菜,,4975,57,3.7,27,6
金牛苑法式越南菜(香港) Golden Bull French Vietnamese Cuisine,漆咸道,$201-400,其他亞洲菜,包場派對,3281,61,3.9,34,7
金牛苑越南菜館 Golden Bull Vietnamese Cuisine,廣東道,$201-400,其他亞洲菜,,176,55,3.2,25,18
Butler,麼地道,$201-400,日本菜,酒吧,6481,37,4.1,20,3
丼吉日式吉列豬排專門店 (The ONE) Tonkichi Tonkatsu Seafood (The ONE),彌敦道,$201-400,日本菜,同客食飯,15416,236,4.1,174,8
丼吉日式吉列豬排專門店 (彩星集團大廈) Tonkichi Tonkatsu Seafood (The Toy House),彌敦道,$201-400,日本菜,同客食飯,8613,345,4.1,259,16
IZA 居酒屋 IZA Izakaya,柯士甸道,$201-400,日本菜,,3293,30,3.9,14,2
嵐橋日本料理,棉登徑白蘭軒道,$201-400,日本菜,,8173,162,4.5,154,2
Downtown Bar & Chill Place To Go,諾士佛臺,$101-200,其他亞洲菜,酒吧,207,6,3.4,1,1
After 5 by Thai Plus,彌敦道,$50以下,其他亞洲菜,,138,4,1.6,0,2
水門雞飯 (萬勤商業大廈) Water Gate Chicken Rice (Mangan Building),金馬倫道,$51-100,其他亞洲菜,,13531,408,3.9,244,17
泰潮 (新港中心) Thai Chiu (Silvercord Tower),廣東道,$51-100,其他亞洲菜,,381,27,3.3,3,3
泰濃麵 (樂道) Siam Noodles (Lock Road),樂道,$51-100,其他亞洲菜,,16486,536,4.2,441,9
焰 Kaen,亞士厘道,$201-400,日本菜,酒吧,1467,31,4.6,29,0
酒林 Sakabayashi,柯士甸道,$201-400,日本菜,酒吧,1004,8,4.2,5,0
三巡小廚,廣東道,$51-100,其他亞洲菜,,75,4,3.6,1,0
泰菜 Bangkok Thai Cuisine,寶勒巷,$51-100,其他亞洲菜,,228,4,4.6,2,0
ASOK Thai Garden,亞士厘道,$101-200,西式,,19764,245,4.3,192,5
Cambo ขุนทอง  (The ONE),彌敦道,$101-200,其他亞洲菜,,55339,1207,3.9,845,88
金不換泰國餐廳 Sweet Basil Thai Cuisine,廣東道,$101-200,其他亞洲菜,,7393,144,3.5,69,17
Nara Thai Cuisine (港威商場),廣東道,$101-200,其他亞洲菜,,9021,402,4.3,350,10
茴香 FENNEL,山林道,$101-200,西式,,11490,152,4.4,130,3
Greyhound Café Galleria (Victoria Dockside K11 Musea),梳士巴利道,$201-400,其他亞洲菜,,32666,261,4,155,21
泰斗 (中達大廈) Thai Master Restaurant & Bar (Zhongda Building),海防道,$201-400,其他亞洲菜,,36748,612,3.9,489,26
好時沙嗲 Good Satay,麼地道,$51-100,其他亞洲菜,,25606,1214,3.4,629,155
Ziafat Arabic Cuisine,彌敦道,$51-100,中東/地中海菜,,559,25,3.5,13,3
Stormies,柯士甸道,$101-200,西式,酒吧,4405,77,3.6,39,9
Namo Avant Thai Restaurant,麼地道,$201-400,其他亞洲菜,酒吧,17467,194,3.9,125,5
新曼谷泰國菜館 New Bangkok Restaurant,寶勒巷,$51-100,其他亞洲菜,,728,40,3.6,31,3
泰式生香 Favorite THAI,柯士甸道,$101-200,其他亞洲菜,,429,53,3.4,28,8
越泰香辣軒 Vietnam and Thailand Spice Village,寶勒巷,$201-400,其他亞洲菜,,133,30,3.5,16,4
Ruby Tuesday Bar and Grill (K11),河內道,$201-400,西式,,3750,72,3.9,36,5
天天海南雞飯 (ELEMENTS圓方) Tian Tian Hainanese Chicken Rice (ELEMENTS),柯士甸道,$101-200,其他亞洲菜,,8694,465,4.2,347,36
Playa de Papagayo,河內道,$101-200,西式,酒吧,22783,480,4,412,12
Tapa Room,彌敦道,$101-200,西式,酒吧,6110,215,4.3,178,2
Biergarten,河內道,$201-400,西式,酒吧,5653,120,3.7,93,7
Pasticceria Giovanni Pina 1920 (K11 Musea),梳士巴利道,$101-200,西式,,11789,208,4.2,162,7
Gusto - Taste Italian,麼地道,$101-200,西式,酒吧,9056,289,4.4,259,7
Pici,漆咸道,$101-200,西式,,23326,245,4.2,185,10
雲石小姐 Miss Marble,柯士甸道,$51-100,西式,西式糕點,1610,35,4.3,31,2
Sam’s Kitchen,梳士巴利道,$51-100,西式,西式糕點,2658,34,4,22,2
海南少爺 Hainan Shaoye,廣東道,$101-200,其他亞洲菜,扒房,10447,628,4,474,36
Tivoli 意大利餐廳 Tivoli Ristorante italiano,柯士甸道,$201-400,西式,,9074,349,3.5,204,53
Amelia Hong Kong,廣東道,$201-400,西式,酒吧,16975,354,3.8,217,52
Theo Mistral by Theo Randall,麼地道,$201-400,西式,"自助餐,酒店餐廳",11030,106,4.1,70,4
Cannubi Enoteca Cucina,梳士巴利道,$201-400,西式,,3231,12,4,8,2
Spasso Italian Bar & Restaurant,麼地道,$201-400,西式,酒吧,13016,117,3.7,65,10
BluHouse,梳士巴利道,$201-400,西式,,15626,67,3.9,36,7
大樹吧 Big Tree Pub,諾士佛臺,$51-100,西式,酒吧,206,16,2.9,2,2
Arena Bar by Zerve,諾士佛臺,$51-100,西式,酒吧,1010,4,4.6,2,0
Maze Bar,諾士佛臺,$101-200,西式,酒吧,682,12,3.5,4,3
Joe's Billiards & Bar,諾士佛臺,$101-200,西式,酒吧,759,5,2.9,2,1
PONG Knutsford,諾士佛臺,$101-200,西式,酒吧,954,6,4.3,4,0
All Night Long,諾士佛臺,$101-200,西式,酒吧,1291,18,3.6,10,1
The China Bar,諾士佛臺,$101-200,西式,酒吧,741,15,3.7,10,0
Dada Bar + Lounge,金巴利道,$101-200,西式,酒吧,3165,27,3.6,12,1
EL CID西班牙餐廳 EL CID Spanish Restaurant,天文台道,$201-400,西式,,4535,143,3.6,80,19
Tapas Bar,麼地道,$201-400,西式,"海鮮,浪漫情調,慶祝紀念日,飲o野傾計",3707,59,3.8,31,2
星怡 Sing La,彌敦道,$101-200,其他亞洲菜,,3673,146,4.1,127,2
Palco Ristorante,廣東道,$401-800,西式,,29294,241,4,154,18
La Taverna,亞士厘道,$401-800,西式,fine-dining,7208,140,3.9,93,17
The Dining Room by BluHouse,梳士巴利道,$401-800,西式,fine-dining,860,6,4.2,4,0
Radical Chic Innovative Italian Cuisine,柯士甸道,$801以上,西式,,6242,43,3.9,26,5
Tosca di Angelo,柯士甸道,$801以上,西式,fine-dining,14787,87,4.4,69,2
TUBER Umberto Bombana,梳士巴利道,$801以上,西式,fine-dining,1803,7,4.2,6,0
LIFETASTIC,廣東道,$101-200,西式,西式糕點,153,4,4.2,2,0
THE BAKERISM,金巴利道,$201-400,西式,西式糕點,1114,13,3.9,6,0
BOX HONG KONG,諾士佛臺,$101-200,西式,酒吧,419,7,4.7,6,0
寢宮 Badroom Bar & Restaurant,諾士佛臺,$201-400,西式,酒吧,5773,286,4.3,260,2
Q Club,諾士佛臺,$201-400,西式,"海鮮,浪漫情調,慶祝紀念日,飲o野傾計",275,17,3.5,7,2
文華雞飯,柯士甸道,$50以下,其他亞洲菜,,398,41,3.3,26,4
Aqua Spirit,北京道,$101-200,西式,酒吧,9644,43,3.7,22,1
Uptop Bistro and Bar,漆咸道,$201-400,西式,fine-dining,31099,372,4.1,281,10
Homie Cookies,廣東道,$50以下,西式,西式糕點,111,6,3.8,4,0
COOKIE DPT,河內道,$51-100,西式,西式糕點,107,6,4,3,0
Little Mermaid Bakery,廣東道,$50以下,西式,,559,64,3.7,41,0
Felix,梳士巴利道,$801以上,西式,"自助餐,酒店餐廳",13681,205,3.9,124,16
唯港薈泳池酒吧 Hotel Icon Pool Bar,科學館道,$801以上,西式,,192,4,3,0,0
WHISK,彌敦道,$801以上,西式,"自助餐,酒店餐廳",10209,272,4.1,174,11
Soulgood Bakery,梳士巴利道,$51-100,西式,西式糕點,780,42,4.4,39,0
宜家家居美食站,河內道,$50以下,西式,,64,7,3.8,3,0
Hexapi Honey,彌敦道,$50以下,西式,,66,4,4.2,3,0
Artisan Lounge,梳士巴利道,$401-800,西式,,13187,137,3.9,70,6
Asaya Kitchen,梳士巴利道,$401-800,西式,"自助餐,酒店餐廳",7920,39,4.2,26,0
The Tiffany Blue Box Cafe,北京道,$201-400,西式,,11689,190,4,120,7
星滙演 StarVerse,麼地道,$201-400,西式,,3117,73,4.4,65,0
火車頭 Kikansan,山林道,$201-400,西式,,194,3,2.6,0,0
麗晶殿宴會廳 Crystal Ballroom,彌敦道,$201-400,西式,"自助餐,酒店餐廳",87,7,3,4,2
DarkSide,梳士巴利道,$201-400,西式,"自助餐,酒店餐廳",6965,34,4.2,20,1
FORTNUM & MASON,梳士巴利道,$201-400,西式,,10522,13,4.3,8,0
Marigold Bar,漆咸道,$51-100,西式,"自助餐,酒店餐廳",84,4,3.8,3,0
半島酒吧 The Bar,梳士巴利道,$51-100,西式,"酒店餐廳,酒,飲o野傾計,酒吧",356,8,3.5,4,1
Big Boss,漆咸道,$201-400,西式,酒吧,33,11,4.9,6,0
洲際會所 Club InterContinental,麼地道,$101-200,西式,"自助餐,酒店餐廳",210,5,4.2,4,0
V Bar & Lounge,麼地道,$101-200,西式,"自助餐,酒店餐廳",518,21,3.8,12,3
夏利吧 Hari's at Golden Mile,彌敦道,$101-200,西式,"自助餐,酒店餐廳",474,21,3.8,13,0
WOOBAR,柯士甸道,$101-200,西式,"自助餐,酒店餐廳",5563,171,3.7,82,18
請請吧 Chin Chin Bar,河內道,$101-200,西式,"酒店餐廳,酒,飲o野傾計,酒吧",4915,26,3.9,17,0
Garden Bar & Restaurant,柯士甸道,$201-400,西式,酒吧,1722,139,4.5,134,0
Cabin Crew Coffee,彌敦道,$201-400,西式,,4852,95,3.9,61,9
bong 肉店 & 烤肉 bong pro-dryaging butchers & grill,梳士巴利道,$201-400,西式,烤肉,1599,53,4.4,49,1
藝萃廳 Picasso Room,麼地道,$201-400,西式,"自助餐,酒店餐廳",44,3,4.1,2,0
瀚林廳 Academy Rooms,麼地道,$201-400,西式,"自助餐,酒店餐廳",77,8,2.8,1,4
Mosse de Cafe,麼地道,$51-100,西式,,139,8,3.7,5,2
WET DECK,柯士甸道,$101-200,西式,"自助餐,酒店餐廳",1190,6,3.6,3,2
大堂酒廊 The Lounge & Bar,柯士甸道,$201-400,西式,"酒店餐廳,酒,飲o野傾計,酒吧",15801,279,3.9,170,25
Vibes,彌敦道,$201-400,西式,"自助餐,酒店餐廳",7422,35,3.6,15,2
貓之茶房 Cats Tea Room,海防道,$51-100,西式,"自助餐,酒店餐廳",2171,51,4.2,33,1
Valeria Bar & Restaurant,麼地道,$201-400,西式,,943,49,4.3,40,1
JC Cafe & Bar,棉登徑,$101-200,西式,"無肉餐單,適合大夥人,薄餅",1580,47,3.8,32,1
HYC Bar & Lounge,山林道,$201-400,西式,酒吧,4379,18,4.5,16,0
Kesar Fusion Bar & Grill,廣東道,$201-400,西式,,539,14,4.5,12,0
Pivo Czech Bar,柯士甸道,$101-200,西式,酒吧,19761,160,3.9,122,6
The Ashley Road Trading Company,亞士厘道,$51-100,西式,酒吧,799,19,3.9,12,0
大堂酒廊 Lobby lounge,麼地道,$51-100,西式,,99,8,4.1,6,0
Ned Kelly's Last Stand,亞士厘道,$51-100,西式,,4432,53,3.5,29,3
Pound & Roll,河內道,$101-200,西式,,7567,96,3.6,48,13
留白 Livehouse Lau Bak Freespace Livehouse,西九文化區,$101-200,西式,,6345,41,3.7,19,2
HERE is a PUB,赫德道,$101-200,西式,酒吧,1105,6,4.4,5,0
NU AER Lounge,棉登徑,$101-200,西式,酒吧,733,31,4.4,31,0
G Bar,梳士巴利道,$101-200,西式,酒吧,427,25,4.1,21,1
Minden Place Restaurant & Bar,棉登徑白蘭軒道,$101-200,西式,,94,4,3.9,3,0
Pier 6 Restaurant,廣東道,$101-200,西式,,570,5,3.9,3,0
Lady Nara,廣東道,$101-200,西式,,19852,553,4.2,440,12
INFINITI C (海運大廈),廣東道,$101-200,西式,素食,761,19,3.3,7,7
OT Tree Bar & Restaurant,厚福街,$101-200,西式,酒吧,298,11,4.1,9,0
Awesomeism CAVE,河內道,$101-200,西式,,4974,118,4.4,105,0
Spades,廣東道,$101-200,西式,酒,261,4,3.3,1,0
Alimente,柯士甸道,$101-200,西式,,999,37,4.5,34,0
狗毛3 The Hair Of The Dog Bar & Restaurant,棉登徑,$101-200,西式,酒吧,2735,85,4,81,0
Helen’s,厚福街,$101-200,西式,酒吧,5255,252,4.3,238,1
奇點餐廳 Someplace Special,山林道,$101-200,西式,,66,5,4.8,3,0
Amuse,柯士甸道,$101-200,西式,酒吧,480,6,4.1,4,0
Dijaya,棉登徑,$101-200,西式,酒,321,53,3.8,45,3
8 Fine Irishmen Pub,天文臺道,$101-200,西式,酒吧,218,22,3.5,18,1
